Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2008,Beijing,Rowing,Rowing,"KARSTEN, Ekaterina",Belarus,Women,Single Sculls (1X),Bronze
2008,Beijing,Weightlifting,Weightlifting,"ARAMNAU, Andrei",Belarus,Men,105KG,Gold
2008,Beijing,Weightlifting,Weightlifting,"NOVIKAVA, Nastassia",Belarus,Women,53KG,Bronze
2008,Beijing,Weightlifting,Weightlifting,"RYBAKOU, Andrei",Belarus,Men,85KG,Silver
2008,Beijing,Wrestling,Wrestling Free.,"GAIDAROV, Murad",Belarus,Men,66 - 74KG,Bronze
2008,Beijing,Wrestling,Wrestling Gre-R,"SIAMIONAU, Mikhail",Belarus,Men,60 - 66KG,Bronze
2012,London,Aquatics,Swimming,"GERASIMENYA, Aleksandra",Belarus,Women,100M Freestyle,Silver
2012,London,Aquatics,Swimming,"GERASIMENYA, Aleksandra",Belarus,Women,50M Freestyle,Silver
2012,London,Canoe,Canoe Sprint,"BAHDANOVICH, Aliaksandr",Belarus,Men,C-2 1000M,Silver
2012,London,Canoe,Canoe Sprint,"BAHDANOVICH, Andrei",Belarus,Men,C-2 1000M,Silver
2012,London,Canoe,Canoe Sprint,"MAKHNEU, Vadzim",Belarus,Men,K-2 200M,Silver
2012,London,Canoe,Canoe Sprint,"PIATRUSHENKA, Raman",Belarus,Men,K-2 200M,Silver
2012,London,Canoe,Canoe Sprint,"KHUDZENKA, Volha",Belarus,Women,K-4 500M,Bronze
2012,London,Canoe,Canoe Sprint,"PAMIALOVA, Iryna",Belarus,Women,K-4 500M,Bronze
2012,London,Canoe,Canoe Sprint,"PAPOK, Nadzeya",Belarus,Women,K-4 500M,Bronze
2012,London,Canoe,Canoe Sprint,"PAUTARAN, Maryna",Belarus,Women,K-4 500M,Bronze
2012,London,Gymnastics,Gymnastics Rhythmic,"HANCHAROVA, Maryna",Belarus,Women,Group Competition,Silver
2012,London,Gymnastics,Gymnastics Rhythmic,"IVANKOVA, Anastasia",Belarus,Women,Group Competition,Silver
2012,London,Gymnastics,Gymnastics Rhythmic,"LESHCHYK, Nataliya",Belarus,Women,Group Competition,Silver
2012,London,Gymnastics,Gymnastics Rhythmic,"NARKEVICH, Aliaksandra",Belarus,Women,Group Competition,Silver
2012,London,Gymnastics,Gymnastics Rhythmic,"SANKOVICH, Kseniya",Belarus,Women,Group Competition,Silver
2012,London,Gymnastics,Gymnastics Rhythmic,"TUMILOVICH, Alina",Belarus,Women,Group Competition,Silver
2012,London,Gymnastics,Gymnastics Rhythmic,"CHARKASHYNA, Liubou",Belarus,Women,Individual All-Around,Bronze
2012,London,Shooting,Shooting,"MARTYNOV, Sergei",Belarus,Men,50M Rifle Prone,Gold
2012,London,Tennis,Tennis,"AZARENKA, Victoria",Belarus,Women,Mixed Doubles,Gold
2012,London,Tennis,Tennis,"MIRNYI, Max",Belarus,Men,Mixed Doubles,Gold
2012,London,Tennis,Tennis,"AZARENKA, Victoria",Belarus,Women,Singles,Bronze
1900,Paris,Athletics,Athletics,"JANDA, Frantisek",Bohemia,Men,Discus Throw,Silver
1900,Paris,Tennis,Tennis,"ROSENBAUM, Hedwig",Bohemia,Women,Singles,Bronze
1908,London,Fencing,Fencing,"GOPPOLD DE LOBSDORF, Vilem",Bohemia,Men,Sabre Individual,Bronze
1908,London,Fencing,Fencing,"GOPPOLD DE LOBSDORF, Vilem",Bohemia,Men,Sabre Team,Bronze
1908,London,Fencing,Fencing,"LADA, Vlastimil",Bohemia,Men,Sabre Team,Bronze
1908,London,Fencing,Fencing,"SCHEJBAL, Bedrich",Bohemia,Men,Sabre Team,Bronze
1908,London,Fencing,Fencing,"TUCEK, Frantisek",Bohemia,Men,Sabre Team,Bronze
2012,London,Athletics,Athletics,"AMOS, Nijel",Botswana,Men,800M,Silver
1920,Antwerp,Shooting,Shooting,"PARAENSE, Guilherme",Brazil,Men,25M Rapid Fire Pistol (60 Shots),Gold
1920,Antwerp,Shooting,Shooting,"BARBOSA, Dario",Brazil,Men,"50M Army Pistol, Team",Bronze
1920,Antwerp,Shooting,Shooting,"DA COSTA, Afranio Antonio",Brazil,Men,"50M Army Pistol, Team",Bronze
1920,Antwerp,Shooting,Shooting,"PARAENSE, Guilherme",Brazil,Men,"50M Army Pistol, Team",Bronze
1920,Antwerp,Shooting,Shooting,"SOLEDADE, Fernando",Brazil,Men,"50M Army Pistol, Team",Bronze
1920,Antwerp,Shooting,Shooting,"WOLF, Sebastiao",Brazil,Men,"50M Army Pistol, Team",Bronze
1920,Antwerp,Shooting,Shooting,"DA COSTA, Afranio Antonio",Brazil,Men,50M Pistol (60 Shots),Silver
1948,London,Basketball,Basketball,"AZEVEDO EVORA, Affonso",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"BENVENUTI, L.",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"BRAZ, Joao Francisco",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"DE AZEVEDO, Zenny",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"DE FREITAS, Rui",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"DIAS, Marcus Vinicius",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"GEMIGNANI, Alexandro",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"MARSON, Alberto",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"PACHECO DE OLIVEIRA, Nilton",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"RODRIGUES DA MOTTA, Alfredo",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"RODRIGUES, G.",Brazil,Men,Basketball,Bronze
1948,London,Basketball,Basketball,"SORCINELLI, Massinet",Brazil,Men,Basketball,Bronze
1952,Helsinki,Aquatics,Swimming,"OKAMOTO, Tetsuo",Brazil,Men,1500M Freestyle,Bronze
1952,Helsinki,Athletics,Athletics,"TELLES DA CONCEICAO, Jose",Brazil,Men,High Jump,Bronze
1952,Helsinki,Athletics,Athletics,"FERREIRA DA SILVA, Adhemar",Brazil,Men,Triple Jump,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"FERREIRA DA SILVA, Adhemar",Brazil,Men,Triple Jump,Gold
1960,Rome,Aquatics,Swimming,"DOS SANTOS, Manoel",Brazil,Men,100M Freestyle,Bronze
1960,Rome,Basketball,Basketball,"BISPO DOS SANTOS, Edson",Brazil,Men,Basketball,Bronze
1960,Rome,Basketball,Basketball,"BLAS, Moyses",Brazil,Men,Basketball,Bronze
1960,Rome,Basketball,Basketball,"BLATKAUSKAS, Waldemar",Brazil,Men,Basketball,Bronze
1960,Rome,Basketball,Basketball,"DE AZEVEDO, Zenny",Brazil,Men,Basketball,Bronze
1960,Rome,Basketball,Basketball,"DE SOUZA, Carmo",Brazil,Men,Basketball,Bronze
1960,Rome,Basketball,Basketball,"DOMINGO MASSONI, Carlos",Brazil,Men,Basketball,Bronze
1960,Rome,Basketball,Basketball,"GERALDO BOCCARDO, Waldyr",Brazil,Men,Basketball,Bronze
1960,Rome,Basketball,Basketball,"MARQUES, Wlamir",Brazil,Men,Basketball,Bronze
1960,Rome,Basketball,Basketball,"PASOS AMAURY, Antonio",Brazil,Men,Basketball,Bronze
1960,Rome,Basketball,Basketball,"PEREIRA DE FREITAS, Fernando",Brazil,Men,Basketball,Bronze
1960,Rome,Basketball,Basketball,"SALVADOR SUCAR, Antonio",Brazil,Men,Basketball,Bronze
1960,Rome,Basketball,Basketball,"SCHALL JATYR, Eduardo",Brazil,Men,Basketball,Bronze
1964,Tokyo,Basketball,Basketball,"BISPO DOS SANTOS, Edson",Brazil,Men,Basketball,Bronze
1964,Tokyo,Basketball,Basketball,"BRAUN, Friedrich Wilhelm",Brazil,Men,Basketball,Bronze
1964,Tokyo,Basketball,Basketball,"DE SOUZA, Carmo",Brazil,Men,Basketball,Bronze
1964,Tokyo,Basketball,Basketball,"DE TOLEDO MACHADO, Sergio",Brazil,Men,Basketball,Bronze
1964,Tokyo,Basketball,Basketball,"DOMINGO MASSONI, Carlos",Brazil,Men,Basketball,Bronze
1964,Tokyo,Basketball,Basketball,"EDVAR SIMOES, Jose",Brazil,Men,Basketball,Bronze
1964,Tokyo,Basketball,Basketball,"MARQUES, Wlamir",Brazil,Men,Basketball,Bronze
1964,Tokyo,Basketball,Basketball,"MIRSHAWSKA, Victor",Brazil,Men,Basketball,Bronze
1964,Tokyo,Basketball,Basketball,"PASOS AMAURY, Antonio",Brazil,Men,Basketball,Bronze
1964,Tokyo,Basketball,Basketball,"PEREIRA UBIRATAN, Maciel",Brazil,Men,Basketball,Bronze
1964,Tokyo,Basketball,Basketball,"SALVADOR SUCAR, Antonio",Brazil,Men,Basketball,Bronze
1964,Tokyo,Basketball,Basketball,"SCHALL JATYR, Eduardo",Brazil,Men,Basketball,Bronze
1968,Mexico,Athletics,Athletics,"PRUDENCIO, Nelson",Brazil,Men,Triple Jump,Silver
1968,Mexico,Boxing,Boxing,"DE OLIVEIRA, Servilio",Brazil,Men,48 - 51KG (Flyweight),Bronze
1968,Mexico,Sailing,Sailing,"CONRAD, Reinaldo",Brazil,Men,Flying Dutchman,Bronze
1968,Mexico,Sailing,Sailing,"CORDES, Burkhard",Brazil,Men,Flying Dutchman,Bronze
1972,Munich,Athletics,Athletics,"PRUDENCIO, Nelson",Brazil,Men,Triple Jump,Bronze
1972,Munich,Judo,Judo,"ISHII, Chiaki",Brazil,Men,80 - 93KG (Half-Heavyweight),Bronze
1976,Montreal,Athletics,Athletics,"DE OLIVEIRA, Joao Carlos",Brazil,Men,Triple Jump,Bronze
1976,Montreal,Sailing,Sailing,"CONRAD, Reinaldo",Brazil,Men,Flying Dutchman,Bronze
1976,Montreal,Sailing,Sailing,"FICKER, Peter",Brazil,Men,Flying Dutchman,Bronze
1980,Moscow,Aquatics,Swimming,"DELGADO, Ciro Marques",Brazil,Men,4X200M Freestyle Relay,Bronze
1980,Moscow,Aquatics,Swimming,"FERNANDES, Jorge Luiz",Brazil,Men,4X200M Freestyle Relay,Bronze
1980,Moscow,Aquatics,Swimming,"GARRIDO MADRUGA, Djan",Brazil,Men,4X200M Freestyle Relay,Bronze
1980,Moscow,Aquatics,Swimming,"MATTIOLI, Marcus Laborne",Brazil,Men,4X200M Freestyle Relay,Bronze
1980,Moscow,Athletics,Athletics,"DE OLIVEIRA, Joao Carlos",Brazil,Men,Triple Jump,Bronze
1980,Moscow,Sailing,Sailing,"PENIDO, Eduardo Henrique",Brazil,Men,470 - Two Person Dinghy,Gold
1980,Moscow,Sailing,Sailing,"SOARES, Marcos Pinto Rizzo",Brazil,Men,470 - Two Person Dinghy,Gold
1980,Moscow,Sailing,Sailing,"BJORKSTROM, Lars Sigurd",Brazil,Men,Tornado - Multihull,Gold
1980,Moscow,Sailing,Sailing,"WELTER, Alexandre",Brazil,Men,Tornado - Multihull,Gold
1984,Los Angeles,Aquatics,Swimming,"PRADO, Ricardo",Brazil,Men,400M Individual Medley,Silver
1984,Los Angeles,Athletics,Athletics,"CRUZ, Joaquim",Brazil,Men,800M,Gold
1984,Los Angeles,Football,Football,"BRUM, Jorge Luiz",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"CORTEZ SILVA, David",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"CRUZ, Milton",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"DIAS, Luiz",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"FERREIRA, Andre Luiz",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"GALVAO, Mauro",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"GIL, Antonio Jose",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"LEIEHART NETO, Joao",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"OLIVEIRA, Aguilmar",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"PAIVA, Silvio",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"RINALDI, Gilmar",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"ROQUE KAEFER, Ademir",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"SANTOS, Paulo",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"SILVA, Ronaldo",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"VERRI, Carlos",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"VIDAL, Francisco",Brazil,Men,Football,Silver
1984,Los Angeles,Football,Football,"WINCK, Luiz Carlos",Brazil,Men,Football,Silver
1984,Los Angeles,Judo,Judo,"YOSHIO ONMURA, Luiz Yoshio",Brazil,Men,65 - 71KG (Lightweight),Bronze
1984,Los Angeles,Judo,Judo,"CARMONA, Walter",Brazil,Men,78 - 86KG (Middleweight),Bronze
1984,Los Angeles,Judo,Judo,"VIEIRA, Douglas",Brazil,Men,86 - 95KG (Half-Heavyweight),Silver
1984,Los Angeles,Sailing,Sailing,"ADLER, Daniel",Brazil,Men,Fleet/Match Race Keelboat Open (Soling),Silver
1984,Los Angeles,Sailing,Sailing,"GRAEL, Torben",Brazil,Men,Fleet/Match Race Keelboat Open (Soling),Silver
1984,Los Angeles,Sailing,Sailing,"SENFFT, Ronaldo",Brazil,Men,Fleet/Match Race Keelboat Open (Soling),Silver
1984,Los Angeles,Volleyball,Volleyball,"CAMPOS NASCIMENTO, Rui",Brazil,Men,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"CARVALHO DA SILVA, William Carvalho",Brazil,Men,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"DAL ZOTTO, Renan",Brazil,Men,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"DE AVILA, Fernando",Brazil,Men,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"FREIRE, Marcus",Brazil,Men,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"LAMPARIELLO NETO, Domingo",Brazil,Men,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"MONTANARO, Jose",Brazil,Men,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"OLIVEIRA NEGO, Mario Xando",Brazil,Men,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"RAJZMAN, Bernard",Brazil,Men,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"RIBEIRO, Amauri",Brazil,Men,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"RIBEIRO, Antonio",Brazil,Men,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"ROCHA REZENDE, Bernardo Rocha",Brazil,Men,Volleyball,Silver
1988,Seoul,Athletics,Athletics,"DA SILVA, Robson",Brazil,Men,200M,Bronze
1988,Seoul,Athletics,Athletics,"CRUZ, Joaquim",Brazil,Men,800M,Silver
1988,Seoul,Football,Football,"ALVES, Aloisio",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"ANDRADE DA SILVA, Jorge Luiz",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"ARAUJO, Jose",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"BEBETO, Jose Roberto",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"BERNARDES DOS SANTOS, Edmar",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"CANDIDO, Valdo",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"CRUZ, Andre",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"DE AMORIM CAMPOS, Jorge",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"DE SOUZA FARIA, Romario",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"DE SOUZA FILHO, Milton",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"DE SOUZA, Hamilton",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"DONIZETE LUIZ, Sergio",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"FERREIRA, Jose",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"KERCHNER, Nelson",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"MERGEN TAFFAREL, Claudio Andre",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"NASCIMENTO, Iomar",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"RAIMUNDO, Ricardo",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"ROQUE KAEFER, Ademir",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"SANTOS BATISTA, Joao",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"SILVA, Geovani",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"WINCK, Luiz Carlos",Brazil,Men,Football,Silver
1988,Seoul,Judo,Judo,"MIGUEL FERNANDEZ, Aurelio",Brazil,Men,86 - 95KG (Half-Heavyweight),Gold
1988,Seoul,Sailing,Sailing,"FREITAS, Clinio",Brazil,Men,Tornado - Multihull,Bronze
1988,Seoul,Sailing,Sailing,"GRAEL SCHMIDT, Lars",Brazil,Men,Tornado - Multihull,Bronze
1988,Seoul,Sailing,Sailing,"FALCAO, Nelson",Brazil,Men,Two-Person Keelboat Open (Star),Bronze
1988,Seoul,Sailing,Sailing,"GRAEL, Torben",Brazil,Men,Two-Person Keelboat Open (Star),Bronze
1992,Barcelona,Aquatics,Swimming,"BORGES, Gustavo",Brazil,Men,100M Freestyle,Silver
1992,Barcelona,Judo,Judo,"SAMPAIO CARDOSO, Rogerio",Brazil,Men,60 - 65KG (Half-Lightweight),Gold
1992,Barcelona,Volleyball,Volleyball,"BRITO, Jorge Edson",Brazil,Men,Volleyball,Gold
1992,Barcelona,Volleyball,Volleyball,"CARVALHO, Janelson",Brazil,Men,Volleyball,Gold
1992,Barcelona,Volleyball,Volleyball,"CHIAROTTI, Douglas",Brazil,Men,Volleyball,Gold
1992,Barcelona,Volleyball,Volleyball,"FERREIRA, Andre Felippe",Brazil,Men,Volleyball,Gold
1992,Barcelona,Volleyball,Volleyball,"GAVIO, Giovane",Brazil,Men,Volleyball,Gold
1992,Barcelona,Volleyball,Volleyball,"GOUVEIA, Antonio Carlos",Brazil,Men,Volleyball,Gold
1992,Barcelona,Volleyball,Volleyball,"LIMA, Mauricio",Brazil,Men,Volleyball,Gold
1992,Barcelona,Volleyball,Volleyball,"NEGRAO, Marcelo",Brazil,Men,Volleyball,Gold
1992,Barcelona,Volleyball,Volleyball,"OLIVEIRA, Talmo",Brazil,Men,Volleyball,Gold
1992,Barcelona,Volleyball,Volleyball,"RIBEIRO, Amauri",Brazil,Men,Volleyball,Gold
1992,Barcelona,Volleyball,Volleyball,"SAMUEL, Alexandre",Brazil,Men,Volleyball,Gold
1992,Barcelona,Volleyball,Volleyball,"SILVA, Paulo Andre",Brazil,Men,Volleyball,Gold
1996,Atlanta,Aquatics,Swimming,"BORGES, Gustavo",Brazil,Men,100M Freestyle,Bronze
1996,Atlanta,Aquatics,Swimming,"BORGES, Gustavo",Brazil,Men,200M Freestyle,Silver
1996,Atlanta,Aquatics,Swimming,"SCHERER, Fernando",Brazil,Men,50M Freestyle,Bronze
1996,Atlanta,Athletics,Athletics,"DA SILVA, Arnaldo",Brazil,Men,4X100M Relay,Bronze
1996,Atlanta,Athletics,Athletics,"DA SILVA, Robson",Brazil,Men,4X100M Relay,Bronze
1996,Atlanta,Athletics,Athletics,"RIBEIRO, Edson",Brazil,Men,4X100M Relay,Bronze
1996,Atlanta,Athletics,Athletics,"SILVA, Andre Domingos",Brazil,Men,4X100M Relay,Bronze
1996,Atlanta,Basketball,Basketball,"ANGELICA, Maria",Brazil,Women,Basketball,Silver
1996,Atlanta,Basketball,Basketball,"ARCAIN, Janeth",Brazil,Women,Basketball,Silver
1996,Atlanta,Basketball,Basketball,"GUSTAVO, Roseli",Brazil,Women,Basketball,Silver
1996,Atlanta,Basketball,Basketball,"LUZ, Silvia",Brazil,Women,Basketball,Silver
1996,Atlanta,Basketball,Basketball,"OLIVA, Hortencia Marcari",Brazil,Women,Basketball,Silver
1996,Atlanta,Basketball,Basketball,"OLIVEIRA, Alessandra",Brazil,Women,Basketball,Silver
1996,Atlanta,Basketball,Basketball,"PASTOR, Claudia Maria",Brazil,Women,Basketball,Silver
1996,Atlanta,Basketball,Basketball,"SANTOS, Adriana Aparecida",Brazil,Women,Basketball,Silver
1996,Atlanta,Basketball,Basketball,"SANTOS, Cintia",Brazil,Women,Basketball,Silver
1996,Atlanta,Basketball,Basketball,"SILVA, Maria Paula",Brazil,Women,Basketball,Silver
1996,Atlanta,Basketball,Basketball,"SOBRAL, Leila",Brazil,Women,Basketball,Silver
1996,Atlanta,Basketball,Basketball,"SOBRAL, Marta",Brazil,Women,Basketball,Silver
1996,Atlanta,Equestrian,Jumping,"AZEVEDO, Luiz Felipe",Brazil,Men,Team,Bronze
1996,Atlanta,Equestrian,Jumping,"JOHANNPETER, Andre",Brazil,Men,Team,Bronze
1996,Atlanta,Equestrian,Jumping,"MIRANDA NETO, Alvaro",Brazil,Men,Team,Bronze
1996,Atlanta,Equestrian,Jumping,"PESSOA, Rodrigo",Brazil,Men,Team,Bronze
1996,Atlanta,Football,Football,ALDAIR,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,AMARAL,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,ANDRE LUIZ,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,"BEBETO, Jose Roberto",Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,DANRLEI,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,DIDA,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,FLAVIO CONCEICAO,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,"GUIARO, RONALDO",Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,JUNINHO,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,LUIZAO,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,MARCELINHO PAULISTA,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,NARCISO,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,RIVALDO,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,ROBERTO CARLOS,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,"RONALDO, Ronaldo Luis Nazario de LIMA",Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,SAVIO,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,ZE ELIAS,Brazil,Men,Football,Bronze
1996,Atlanta,Football,Football,ZE MARIA,Brazil,Men,Football,Bronze
1996,Atlanta,Judo,Judo,"GUIMARAES, Henrique",Brazil,Men,60 - 66KG (Half-Lightweight),Bronze
1996,Atlanta,Judo,Judo,"MIGUEL FERNANDEZ, Aurelio",Brazil,Men,90 - 100KG (Half-Heavyweight),Bronze
1996,Atlanta,Sailing,Sailing,"SCHEIDT, Robert",Brazil,Men,Single-Handed Dinghy Open (Laser),Gold
1996,Atlanta,Sailing,Sailing,"GRAEL, Lars",Brazil,Men,Tornado - Multihull,Bronze
1996,Atlanta,Sailing,Sailing,"PELLICANO, Kiko",Brazil,Men,Tornado - Multihull,Bronze
1996,Atlanta,Sailing,Sailing,"FERREIRA, Marcelo",Brazil,Men,Two-Person Keelboat Open (Star),Gold
1996,Atlanta,Sailing,Sailing,"GRAEL, Torben",Brazil,Men,Two-Person Keelboat Open (Star),Gold
1996,Atlanta,Volleyball,Beach volley.,"PIRES, Sandra",Brazil,Women,Beach Volleyball,Gold
1996,Atlanta,Volleyball,Beach volley.,"SILVA CRUZ, Jacqueline Cruz",Brazil,Women,Beach Volleyball,Gold
1996,Atlanta,Volleyball,Beach volley.,"RODRIGUES, Monica",Brazil,Women,Beach Volleyball,Silver
1996,Atlanta,Volleyball,Beach volley.,"SAMUEL RAMOS, Adriana",Brazil,Women,Beach Volleyball,Silver
1996,Atlanta,Volleyball,Volleyball,"ALVARES, Ana Margarita",Brazil,Women,Volleyball,Bronze
1996,Atlanta,Volleyball,Volleyball,"BARROS, Leila",Brazil,Women,Volleyball,Bronze
1996,Atlanta,Volleyball,Volleyball,"BODZIAK, Ericleia ""Filo""",Brazil,Women,Volleyball,Bronze
1996,Atlanta,Volleyball,Volleyball,"CALDEIRA, Hilma Aparecida",Brazil,Women,Volleyball,Bronze
1996,Atlanta,Volleyball,Volleyball,"CONNELLY, Ana Paula",Brazil,Women,Volleyball,Bronze
1996,Atlanta,Volleyball,Volleyball,"CUNHA, Marcia Regina",Brazil,Women,Volleyball,Bronze
1996,Atlanta,Volleyball,Volleyball,"DIAS, Virna",Brazil,Women,Volleyball,Bronze
1996,Atlanta,Volleyball,Volleyball,"MOSER, Ana Beatriz",Brazil,Women,Volleyball,Bronze
1996,Atlanta,Volleyball,Volleyball,"SANGLARD, Ana Flavia",Brazil,Women,Volleyball,Bronze
1996,Atlanta,Volleyball,Volleyball,"SOUZA, Helia",Brazil,Women,Volleyball,Bronze
1996,Atlanta,Volleyball,Volleyball,"SURUAGY, Sandra",Brazil,Women,Volleyball,Bronze
1996,Atlanta,Volleyball,Volleyball,"VENTURINI, Fernanda",Brazil,Women,Volleyball,Bronze
2000,Sydney,Aquatics,Swimming,"BORGES, Gustavo",Brazil,Men,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"JAYME, Carlos",Brazil,Men,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"SCHERER, Fernando",Brazil,Men,4X100M Freestyle Relay,Bronze
2000,Sydney,Aquatics,Swimming,"SILVA FILHO, Edvaldo",Brazil,Men,4X100M Freestyle Relay,Bronze
2000,Sydney,Athletics,Athletics,"DE LIMA, Vicente",Brazil,Men,4X100M Relay,Silver
2000,Sydney,Athletics,Athletics,"RIBEIRO, Edson",Brazil,Men,4X100M Relay,Silver
2000,Sydney,Athletics,Athletics,"SILVA, Andre Domingos",Brazil,Men,4X100M Relay,Silver
2000,Sydney,Athletics,Athletics,"SILVA, Claudinei",Brazil,Men,4X100M Relay,Silver
2000,Sydney,Athletics,Athletics,"SOUZA, Claudio Roberto",Brazil,Men,4X100M Relay,Silver
2000,Sydney,Basketball,Basketball,"ARCAIN, Janeth",Brazil,Women,Basketball,Bronze
2000,Sydney,Basketball,Basketball,"DAVID, Ilisaine Karen",Brazil,Women,Basketball,Bronze
2000,Sydney,Basketball,Basketball,"GONCALVES, Lilian Cristina",Brazil,Women,Basketball,Bronze
2000,Sydney,Basketball,Basketball,"LUZ, Helen Cristina",Brazil,Women,Basketball,Bronze
2000,Sydney,Basketball,Basketball,"LUZ, Silvia",Brazil,Women,Basketball,Bronze
2000,Sydney,Basketball,Basketball,"NEVES, Claudia",Brazil,Women,Basketball,Bronze
2000,Sydney,Basketball,Basketball,"OLIVEIRA, Alessandra",Brazil,Women,Basketball,Bronze
2000,Sydney,Basketball,Basketball,"PINTO, Adriana",Brazil,Women,Basketball,Bronze
2000,Sydney,Basketball,Basketball,"SANTOS, Adriana Aparecida",Brazil,Women,Basketball,Bronze
